a,b,LABEL
-0.15505,1.23981,Ok
0.96595,4.78326,Fatal
-0.15893,1.72466,Ok
0.32912,3.33782,Fatal
-0.14081,1.53155,Ok
0.91888,1.0507,Ok
-0.21956,5.61624,Fatal
-0.12696,1.54277,Ok
0.87948,4.84286,Fatal
0.91895,1.08532,Ok
0.98306,1.4411,Ok
-0.31198,6.18469,Fatal
0.26457,6.93882,Ok
0.95399,0.99738,Ok
-0.05165,1.80551,Ok
0.23273,6.81953,Ok
-0.36968,6.18316,Fatal
-0.29592,6.01917,Fatal
0.23648,7.1386,Ok
0.89887,0.91454,Ok
-0.10381,1.78992,Ok
-0.27369,6.12335,Fatal
-0.06056,1.67945,Ok
0.90289,1.88796,Ok
0.19521,7.57717,Ok
-0.20171,1.98313,Ok
0.83172,4.19262,Fatal
-0.35078,5.46144,Fatal
0.26643,7.17034,Ok
-0.32588,5.67136,Fatal
0.93482,4.75007,Fatal
0.20018,6.9944,Ok
-0.03143,1.50543,Ok
0.18202,6.83042,Ok
-0.13501,1.16255,Ok
-0.16311,1.54562,Ok
0.21853,6.69448,Ok
0.84287,4.85085,Fatal
-0.13608,1.99706,Ok
0.91524,4.95916,Fatal
-0.09513,1.65714,Ok
0.32846,7.02608,Ok
-0.33287,5.94649,Fatal
0.88098,1.2421,Ok
-0.14852,1.74169,Ok
-0.09775,1.88821,Ok
0.85217,1.05883,Ok
0.9154,1.3355,Ok
-0.0473,1.88832,Ok
-0.14081,1.75922,Ok
0.78452,4.54566,Fatal
0.24069,6.83135,Ok
0.87772,4.2418,Fatal
0.23303,6.66308,Ok
-0.08183,1.68162,Ok
0.68631,2.38429,Fatal
-0.21451,5.97132,Fatal
-0.31483,6.09421,Fatal
0.80421,4.5535,Fatal
0.91739,4.67141,Fatal
0.88052,4.41639,Fatal
-0.29083,5.6785,Fatal
-0.25987,6.00994,Fatal
0.87848,1.1369,Ok
0.88271,1.67956,Ok
-0.31038,5.68007,Fatal
-0.25547,5.40355,Fatal
0.95637,4.38534,Fatal
0.92144,1.08771,Ok
-0.19094,1.81709,Ok
0.84007,4.77043,Fatal
-0.07781,1.48904,Ok
0.25361,7.36845,Fatal
-0.09755,1.74777,Ok
0.99956,1.18713,Ok
0.84856,4.60245,Fatal
0.86451,1.01986,Ok
0.86991,1.37738,Ok
0.79146,4.51395,Fatal
0.84808,1.35002,Ok
-0.18542,1.80108,Ok
-0.32651,5.99729,Fatal
0.87199,0.91518,Ok
0.8862,4.55018,Fatal
0.19255,7.15045,Ok
0.1934,6.84801,Ok
0.91449,1.26736,Ok
0.24984,7.13134,Ok
0.86069,4.76521,Fatal
0.17111,6.77465,Ok
0.96917,4.64342,Fatal
0.30726,6.97719,Ok
0.90851,4.4599,Fatal
0.89066,1.31353,Ok
-0.36332,5.84747,Fatal
0.15526,7.24087,Ok
0.89836,4.36879,Fatal
0.91142,4.31636,Fatal
-0.16844,1.28062,Ok
0.92826,1.13645,Ok
0.15307,6.94747,Ok
0.96579,0.99073,Ok
0.91387,1.12246,Ok
0.21575,6.79105,Ok
-0.1933,1.64413,Ok
-0.09672,2.4367,Ok
0.96793,1.08247,Ok
-0.14725,1.46976,Ok
-0.07547,1.45733,Ok
-0.3497,6.19209,Fatal
-0.1043,0.46047,Fatal
-0.02553,1.42394,Ok
-0.32614,6.27251,Fatal
0.85054,4.35344,Fatal
0.26818,6.69387,Ok
0.92162,1.25795,Ok
-0.30599,6.20494,Fatal
0.23299,7.21678,Ok
-0.3074,6.12094,Fatal
0.85671,5.02289,Fatal
0.87636,1.26454,Ok
0.86867,4.73246,Fatal
-0.36685,5.76231,Fatal
-0.08426,1.29349,Ok
0.88106,4.33025,Fatal
0.95003,1.74009,Ok
0.21432,6.94909,Ok
0.86378,1.08522,Ok
0.9281,1.22818,Ok
-0.29774,5.56084,Fatal
0.88006,4.61652,Fatal
-0.27492,5.89737,Fatal
0.21023,6.91091,Ok
0.28102,7.30054,Ok
0.82174,4.57412,Fatal
0.80075,0.89536,Ok
0.22387,6.60254,Ok
0.92513,4.42665,Fatal
0.22123,6.92434,Ok
0.88604,1.43691,Ok
0.85598,4.85211,Fatal
-0.28818,5.68878,Fatal
0.12343,7.16939,Ok
0.89571,4.21482,Fatal
-0.12359,1.20797,Ok
0.80611,4.54654,Fatal
0.92379,1.54094,Ok
-0.42637,5.92117,Fatal
-0.10598,1.67425,Ok
0.85801,4.66706,Fatal
0.8537,4.60852,Fatal
-0.33305,5.50482,Fatal
-0.09085,1.19078,Ok
0.17986,7.06396,Ok
0.23223,6.3235,Ok
0.2178,6.93911,Ok
0.19324,7.14643,Ok
-0.04532,1.50977,Ok
-0.3207,5.71355,Fatal
-0.11297,1.39831,Ok
-0.11567,0.79905,Ok
0.93617,1.28929,Ok
0.89328,4.68966,Fatal
0.84178,1.57636,Ok
0.93271,1.30771,Ok
-0.10594,1.04144,Ok
0.887,1.53117,Ok
0.17372,7.289,Ok
0.2374,6.94813,Ok
-0.06251,1.52601,Ok
0.93537,1.52685,Ok
-0.32215,6.26542,Fatal
0.8809,4.33936,Fatal
0.85179,4.94687,Fatal
-0.24849,6.12094,Fatal
-0.3215,6.0021,Fatal
-0.12331,1.80957,Ok
-0.27467,5.66315,Fatal
-0.23994,6.12693,Fatal
0.87683,4.54437,Fatal
0.97902,1.54474,Ok
0.20774,6.89602,Ok
-0.32678,6.03824,Fatal
0.78548,4.5837,Fatal
-0.09703,1.40682,Ok
-0.34134,6.18858,Fatal
-0.10904,3.82921,Ok
0.94124,1.66413,Ok
-0.12072,1.56308,Ok
-0.15508,1.53101,Ok
-0.23698,5.53647,Fatal
-0.09579,1.64433,Ok
0.18822,7.05521,Ok
0.20011,6.99366,Ok
-0.1275,1.775,Ok
0.18264,7.36205,Ok
0.93413,4.787,Fatal
0.24322,7.03277,Ok
-0.27188,5.79875,Fatal
-0.3045,6.14776,Fatal
0.79741,4.37008,Fatal
-0.1116,1.56882,Ok
0.92853,1.80523,Ok
0.86396,1.40745,Ok
0.86133,4.69657,Fatal
0.19515,7.33732,Ok
0.86288,1.03813,Ok
-0.29339,5.94388,Fatal
-0.13369,1.57614,Ok
0.85277,1.53913,Ok
-0.22024,5.88857,Fatal
0.89268,1.26008,Ok
0.8545,4.74854,Fatal
0.24206,7.34354,Ok
0.18092,7.08602,Ok
0.8291,4.65504,Fatal
0.92403,1.37219,Ok
-0.29928,5.55859,Fatal
-0.28344,5.71908,Fatal
0.25926,7.10051,Ok
0.22757,6.87248,Ok
0.97101,1.36438,Ok
0.89465,1.94833,Ok
0.26636,7.04217,Ok
0.91567,1.1954,Ok
-0.19318,1.40799,Ok
0.21575,7.27368,Ok
0.82044,4.23548,Fatal
-0.04942,1.6288,Ok
0.87431,1.1003,Ok
0.86037,4.34819,Fatal
-0.29909,6.21094,Fatal
-0.29116,5.91936,Fatal
0.88851,1.27563,Ok
-0.34575,5.93097,Fatal
-0.24102,5.53623,Fatal
-0.28004,6.05658,Fatal
0.19408,6.89074,Ok
-0.32522,5.98804,Fatal
0.23009,7.13688,Fatal
-0.11885,1.08296,Ok
0.25216,6.97394,Ok
-0.21717,6.03736,Fatal
-0.25104,5.76925,Fatal
0.16878,6.90004,Ok
0.91539,0.963,Ok
0.84924,4.14143,Fatal
-0.09063,1.42929,Ok
0.90108,4.87181,Fatal
0.84271,4.32711,Fatal
0.87164,4.79015,Fatal
0.12936,7.20507,Ok
0.83899,1.56499,Ok
0.97607,1.76322,Ok
0.18956,6.72233,Ok
0.2486,7.39499,Ok
0.85747,4.58925,Fatal
-0.39373,6.31023,Fatal
0.88154,4.65993,Fatal
-0.36152,5.9524,Fatal
0.83842,1.15569,Ok
0.90411,1.5683,Ok
0.93734,0.97643,Ok
0.23951,7.07072,Ok
-0.23902,1.61131,Ok
0.17255,7.11896,Ok
0.87566,5.10735,Fatal
-0.36754,5.83063,Fatal
0.9004,4.52603,Fatal
0.20864,6.85326,Ok
0.82149,1.15614,Ok
0.16208,7.07012,Ok
-0.34866,5.95074,Fatal
0.95691,1.13095,Ok
0.23295,6.93676,Ok
0.19809,7.09098,Ok
-0.14444,1.71984,Ok
-0.26996,5.63055,Fatal
0.26842,7.14507,Ok
-0.35985,5.62145,Fatal
0.87591,4.63541,Fatal
-0.11274,1.72924,Ok
0.20794,7.19232,Ok
-0.24976,5.70967,Fatal
0.90476,1.16076,Ok
0.87794,4.7898,Fatal
0.88002,4.87189,Fatal
0.84517,4.49538,Fatal
0.91151,1.14531,Ok
-0.09339,1.55257,Ok
0.92539,4.6974,Fatal
1.01262,1.28203,Ok
0.98286,1.40687,Ok
0.28043,7.15565,Ok
0.1805,6.91233,Ok
0.21913,6.86437,Ok
0.29752,6.99739,Ok
0.91188,4.56254,Fatal
0.88474,1.49149,Ok
0.94953,1.18202,Ok
-0.31258,5.94569,Fatal
0.99293,1.16099,Ok
0.95782,1.31783,Ok
0.94221,1.68793,Ok
0.8878,5.14836,Fatal
0.90362,1.57502,Ok
-0.15277,1.65509,Ok
-0.11087,1.74191,Ok
0.26816,6.84298,Fatal
0.87804,4.70468,Fatal
0.23742,7.10214,Ok
0.88703,4.43695,Fatal
-0.25822,5.77445,Fatal
0.914,1.06376,Ok
-0.34466,5.71866,Fatal
0.26336,7.33568,Ok
-0.09257,1.19133,Ok
0.19118,7.04379,Ok
0.29063,6.81383,Ok
-0.19617,2.06738,Ok
-0.30245,5.68256,Fatal
0.87552,4.2938,Fatal
-0.20696,5.71165,Fatal
-0.25707,5.52956,Fatal
0.91913,1.43572,Ok
1.01862,1.56397,Ok
0.93739,4.13682,Fatal
0.28195,7.34183,Ok
0.79307,4.74762,Fatal
0.94996,0.8991,Ok
-0.28826,5.90499,Fatal
0.85995,4.67434,Fatal
0.93576,1.03093,Ok
0.88128,1.46501,Ok
-0.32203,5.47592,Fatal
-0.98484,1.61287,Ok
0.90817,1.02614,Ok
-0.25066,6.01847,Fatal
-0.25563,1.61127,Ok
0.86529,1.6934,Ok
-0.90173,8.5876,Fatal
0.86026,1.42767,Ok
-0.08632,1.68645,Ok
0.94409,4.46004,Fatal
-0.09795,1.4554,Ok
-0.25463,5.64598,Fatal
0.90657,1.32863,Ok
-0.05345,1.89591,Ok
-0.25314,5.5004,Fatal
0.91508,4.83943,Fatal
-0.42134,5.71027,Fatal
0.87888,1.45728,Ok
0.86274,1.75311,Ok
0.93029,0.9927,Ok
0.24263,6.72965,Ok
-0.1457,1.63421,Ok
-0.11329,1.68209,Ok
-0.3492,5.89691,Fatal
0.88173,4.48754,Fatal
0.2081,6.92966,Ok
-0.13979,1.52292,Ok
-0.17498,1.34388,Ok
-0.27727,5.7492,Fatal
-0.09301,1.35708,Ok
0.93297,1.52529,Ok
-0.27196,5.51601,Fatal
0.23714,7.27955,Ok
-0.27817,5.91597,Fatal
0.86601,1.06593,Ok
0.90771,4.73062,Fatal
0.80856,4.96759,Fatal
0.27979,7.11269,Ok
-0.27073,5.3745,Fatal
0.2671,6.91036,Ok
0.93445,1.32803,Ok
0.9331,4.73287,Fatal
0.19364,7.22174,Fatal
-0.26309,5.83531,Fatal
0.86898,4.83719,Fatal
0.23438,6.94509,Ok
-0.2399,5.57493,Fatal
0.86869,1.36629,Ok
0.20446,7.08121,Ok
-0.32376,5.48036,Fatal
-0.37662,6.06998,Fatal
-0.29785,6.02414,Fatal
-0.1044,1.46421,Ok
0.86618,4.75736,Fatal
0.84294,4.30477,Fatal
0.37228,8.08836,Fatal
0.86048,1.19652,Ok
0.49561,6.86171,Fatal
0.8656,4.55513,Fatal
0.82874,4.45901,Fatal
-0.29236,6.06536,Fatal
0.89845,4.37071,Fatal
0.89231,4.64614,Fatal
0.30459,6.87171,Ok
-0.08383,1.56507,Ok
0.98207,1.18862,Ok
0.90656,4.63721,Fatal
-0.15855,1.85833,Ok
0.88879,4.505,Fatal
-0.32079,5.58568,Fatal
0.12737,6.89054,Ok
-0.10621,1.8179,Ok
-0.32952,5.9166,Fatal
-0.15824,1.5524,Ok
-0.05901,1.78931,Ok
-0.11858,1.67361,Ok
0.8544,4.72484,Fatal
0.84014,4.40421,Fatal
0.21219,6.89127,Ok
-0.38045,5.96543,Fatal
-0.3312,5.86159,Fatal
0.93907,1.4004,Ok
0.90295,4.48251,Fatal
0.89951,1.36313,Ok
-0.05535,1.4734,Ok
0.86463,4.26081,Fatal
-0.2775,6.02547,Fatal
-0.08686,1.30279,Ok
0.21119,7.43156,Ok
0.22684,6.95644,Ok
-0.06293,1.82788,Ok
-0.25798,5.60054,Fatal
0.94296,1.29229,Ok
0.90367,0.9389,Ok
0.12348,7.05817,Ok
-0.33092,5.7933,Fatal
0.86905,4.45966,Fatal
0.29304,7.00625,Ok
-0.06191,1.32723,Ok
-0.04592,1.6206,Ok
-0.25119,5.44212,Fatal
0.76584,1.0237,Ok
0.91175,1.29528,Ok
-0.19599,1.54568,Ok
-0.15203,1.07195,Ok
0.2634,7.16936,Ok
-0.32787,5.91253,Fatal
-0.16359,1.67369,Ok
-0.26387,5.08764,Fatal
0.14579,7.06296,Ok
0.84372,4.45849,Fatal
-0.15694,1.83923,Ok
0.83114,4.29359,Fatal
-0.4497,5.61099,Fatal
0.21802,6.71249,Ok
0.93316,4.95422,Fatal
0.25221,6.68868,Ok
0.27095,5.30942,Fatal
0.15151,7.14845,Ok
0.73536,7.16694,Ok
0.83525,4.27643,Fatal
-0.22007,5.70052,Fatal
-0.36448,5.80539,Fatal
0.87578,1.45932,Ok
0.88139,4.55982,Fatal
-0.27695,5.9028,Fatal
-0.13072,1.57347,Ok
0.92209,1.17257,Ok
0.26602,7.21711,Ok
0.27009,7.21384,Ok
0.92346,1.44759,Ok
-0.30547,5.86319,Fatal
-0.36933,5.97011,Fatal
-0.10086,1.6611,Ok
-0.11908,1.73766,Ok
0.25831,6.75913,Ok
0.95636,1.38732,Ok
-0.28241,5.50224,Fatal
0.97929,1.20026,Ok
0.97738,1.06176,Ok
-0.24938,6.20846,Fatal
-0.3897,6.14234,Fatal
0.91233,4.1482,Fatal
1.0166,0.93628,Ok
0.88777,1.23782,Ok
0.1936,6.7008,Ok
0.33731,7.32236,Ok
-0.24569,5.53288,Fatal
-0.09488,1.45649,Ok
-0.36758,5.66507,Fatal
0.20873,6.87115,Ok
-0.09897,1.67779,Ok
0.81153,4.55445,Fatal
0.88048,4.66401,Fatal
0.24436,7.07654,Ok
-0.13902,1.64182,Ok
-0.32022,6.12036,Fatal
0.80239,1.33408,Ok
0.82944,4.48897,Fatal
0.17009,7.39766,Ok
0.97297,1.2668,Ok
-0.30842,6.11062,Fatal
0.3274,6.9313,Ok
-0.06987,1.35381,Ok
-0.29789,5.87702,Fatal
0.86311,4.75442,Fatal
0.90529,4.68877,Fatal
0.8937,4.57252,Fatal
0.88984,4.36679,Fatal
0.28937,6.87026,Ok
-0.13336,1.53474,Ok
0.8825,4.83956,Fatal
0.78786,4.98709,Fatal
-0.31704,5.61398,Fatal
0.92956,1.28044,Ok
-0.30173,6.24468,Fatal
0.94118,0.99383,Ok
-0.11494,1.91945,Ok
0.1736,7.47587,Ok
0.83827,1.4567,Ok
0.85384,1.25253,Ok
0.26832,6.97271,Ok
-0.3206,5.92739,Fatal
0.26453,7.13528,Ok
0.21494,6.86239,Ok
-0.08466,1.66027,Ok
-0.07889,1.64185,Ok
-0.12456,1.8369,Ok
0.89952,1.32628,Ok
0.85062,4.27818,Fatal
0.88755,4.86803,Fatal
0.22603,6.92111,Ok
0.18682,7.087,Ok
-0.25054,5.88218,Fatal
-0.96004,9.56491,Ok
0.93591,1.23688,Ok
-0.11462,2.21901,Ok
-0.31047,6.23514,Fatal
0.83426,1.19522,Ok
0.97807,1.18216,Ok
-0.23353,5.66769,Fatal
0.13697,6.8062,Ok
0.85298,4.62127,Fatal
0.23213,6.85735,Ok
0.867,1.44324,Ok
-0.27714,6.14808,Fatal
0.87447,1.41817,Ok
-0.12778,1.32883,Ok
0.85583,1.40058,Ok
0.98022,1.12637,Ok
-0.28838,5.58649,Fatal
-0.08481,1.42663,Ok
0.86399,4.82515,Fatal
0.90013,5.06695,Fatal
0.48866,4.24978,Fatal
0.95412,1.09269,Ok
-0.34611,6.12926,Fatal
0.95205,0.90993,Ok
0.21357,7.58095,Ok
0.24456,7.10475,Ok
-0.11023,1.47754,Ok
-0.41198,6.11222,Fatal
0.90369,1.13534,Ok
0.86985,1.39477,Ok
0.99726,1.76044,Ok
-0.28805,5.86906,Fatal
0.94264,1.39885,Ok
0.23974,6.91673,Ok
-0.10906,1.59516,Ok
0.16291,6.87639,Ok
0.25894,6.99127,Ok
0.26065,7.10779,Ok
0.30053,7.14692,Ok
0.891,4.484,Fatal
0.96827,1.10623,Ok
0.28556,6.67034,Ok
0.06256,0.87965,Fatal
0.84616,1.27847,Ok
-0.16029,1.44571,Ok
0.23923,6.65769,Ok
0.81567,4.53554,Fatal
-0.12747,1.50201,Ok
0.8744,4.44356,Fatal
0.93359,1.54808,Ok
-0.12616,1.76172,Ok
0.86242,4.33482,Fatal
0.24994,7.30962,Ok
0.88576,4.69746,Fatal
0.7902,4.70499,Fatal
0.90848,4.33411,Fatal
0.84752,4.31069,Fatal
-0.20512,6.2509,Fatal
0.18899,7.25117,Ok
0.89731,0.65887,Ok
-0.30611,6.10361,Fatal
0.19048,7.41732,Ok
0.95506,1.66043,Ok
0.17717,7.03073,Ok
-0.14135,1.81727,Ok
-0.19745,5.58026,Fatal
0.22816,6.82795,Ok
0.92409,1.49466,Ok
0.91695,1.42486,Ok
0.90084,1.54655,Ok
0.85285,4.97689,Fatal
0.23817,7.00728,Ok
0.80899,4.69649,Fatal
0.91067,1.27553,Ok
0.27254,7.08593,Ok
-0.05537,1.42738,Ok
-0.31945,5.79491,Fatal
0.90363,3.93917,Fatal
0.91301,1.38105,Ok
0.15759,6.7424,Ok
0.85689,1.14225,Ok
0.93101,1.4838,Ok
0.90184,4.82753,Fatal
-0.30419,5.47333,Fatal
0.16348,7.24406,Ok
0.8546,4.44277,Fatal
0.84457,4.82911,Fatal
-0.15574,1.40424,Ok
0.22687,7.17418,Ok
-0.13583,1.70299,Ok
-0.32712,5.69705,Fatal
-0.12916,1.29833,Ok
0.94789,1.33561,Ok
-0.02688,1.753,Ok
0.91714,1.54938,Ok
0.89619,1.21459,Ok
0.12032,6.71745,Ok
0.95178,4.53127,Fatal
0.94877,1.26361,Ok
0.25031,6.97278,Ok
0.93469,1.01095,Ok
0.86856,1.52518,Ok
0.92124,1.51282,Ok
-0.15904,1.71082,Ok
0.96215,4.41313,Fatal
-0.09125,2.11168,Ok
0.74821,4.44704,Fatal
0.20819,6.91396,Ok
0.88221,1.37585,Ok
0.80686,4.55565,Fatal
-0.32744,6.13344,Fatal
-0.28821,5.67059,Fatal
-0.21231,8.33369,Fatal
0.21863,7.23865,Ok
-0.31834,6.01135,Fatal
0.87423,1.51865,Ok
-0.07237,2.04751,Ok
0.23402,7.1801,Ok
0.16383,7.15796,Ok
0.17685,6.73412,Ok
0.93982,1.06642,Ok
0.91141,0.92503,Ok
-0.11107,1.93338,Ok
0.94344,1.22312,Ok
0.88624,4.62794,Fatal
-0.33545,6.03189,Fatal
-0.22049,6.07796,Fatal
0.95089,4.66129,Fatal
0.91978,4.39368,Fatal
-0.05462,1.42019,Ok
0.8289,4.76961,Fatal
-0.29275,3.9174,Fatal
-0.28633,5.93015,Fatal
0.9587,5.20837,Fatal
0.93854,1.45559,Ok
0.84574,4.49716,Fatal
-0.24024,5.73771,Fatal
0.22222,7.11015,Ok
-0.28201,5.94536,Fatal
-0.38427,5.6917,Fatal
-0.12186,9.68656,Ok
-0.27577,5.76342,Fatal
-0.28467,5.93897,Fatal
0.83041,0.9466,Ok
0.94231,1.3297,Ok
-0.31253,6.02242,Fatal
0.88045,4.53217,Fatal
0.84469,4.5372,Fatal
-0.32208,5.45578,Fatal
0.22785,6.6455,Ok
-0.20787,6.36313,Fatal
-0.31346,5.94614,Fatal
0.84671,4.13498,Fatal
0.84706,4.90556,Fatal
0.20313,7.47669,Ok
0.2527,7.45424,Ok
-0.30001,5.92745,Fatal
0.8744,4.85652,Fatal
-0.28578,5.97689,Fatal
0.98893,1.24339,Ok
-0.25701,5.92759,Fatal
0.89838,1.42581,Ok
0.97427,4.39602,Fatal
0.8993,1.27015,Ok
-0.09954,1.59323,Ok
0.926,4.96289,Fatal
-0.10782,1.38258,Ok
0.18901,6.95797,Ok
0.18413,7.26543,Ok
0.89597,1.23227,Ok
-0.38916,5.9207,Fatal
0.90753,1.34229,Ok
-0.27602,5.40942,Fatal
0.87787,1.33529,Ok
-0.09473,1.74885,Ok
0.89194,1.09888,Ok
-0.31963,6.37303,Fatal
0.09956,7.19894,Ok
0.8828,4.36441,Fatal
0.90513,4.31717,Fatal
-0.34737,6.21017,Fatal
0.83148,1.66036,Ok
0.29904,6.84779,Ok
0.91789,4.84165,Fatal
0.82971,1.42566,Ok
0.17897,6.59249,Ok
0.92963,1.63697,Ok
-0.16585,1.37675,Ok
0.85964,4.65626,Fatal
0.88647,4.52945,Fatal
-0.25903,5.68761,Fatal
0.94414,1.31946,Ok
0.16963,6.67611,Ok
-0.75934,5.83075,Fatal
-0.05662,1.43097,Ok
0.30123,7.03182,Ok
-0.1267,1.64666,Ok
0.18377,7.40629,Ok
-0.02945,1.64419,Ok
0.91321,4.58035,Fatal
-0.28853,5.94661,Fatal
-0.0178,1.83985,Ok
0.18424,6.74115,Ok
-0.28766,5.71911,Fatal
0.93689,1.31342,Ok
-0.31783,6.39387,Fatal
0.96772,0.75082,Ok
-0.14991,1.28667,Ok
-0.08709,1.67373,Ok
-0.33886,6.15398,Fatal
0.87804,4.65735,Fatal
0.23228,7.04313,Fatal
0.85619,4.54527,Fatal
0.8763,1.34935,Ok
-0.53365,9.27225,Ok
-0.36304,6.1086,Fatal
-0.04563,1.57707,Ok
0.12481,7.00974,Ok
-0.1308,2.03138,Ok
-0.04444,2.00647,Ok
-0.28825,6.29802,Fatal
0.17081,7.03441,Ok
0.87616,4.69601,Fatal
0.90934,1.08839,Ok
0.16549,6.83543,Ok
0.91582,1.44828,Ok
-0.3164,6.40811,Fatal
-0.15746,1.42096,Ok
-0.08768,1.66131,Ok
-0.30627,5.85377,Fatal
-0.17791,1.67029,Ok
0.86809,4.91219,Fatal
0.8414,4.70066,Fatal
0.24793,7.29082,Ok
0.26643,7.28928,Ok
-0.29811,5.67593,Fatal
-0.14165,1.57721,Ok
-0.05093,1.86451,Ok
-0.35896,5.78044,Fatal
0.90892,1.35028,Ok
-0.06187,1.84856,Ok
-0.12591,1.30219,Ok
-0.06268,1.62825,Ok
1.00674,0.64185,Ok
-0.1287,1.52987,Ok
0.92152,1.59396,Ok
0.84454,4.32577,Fatal
0.19951,6.49498,Ok
0.86147,1.12876,Ok
0.90626,1.48513,Ok
0.88847,4.56456,Fatal
0.23135,7.14917,Ok
-0.25635,5.53219,Fatal
0.19839,7.09801,Ok
0.91492,1.45248,Ok
0.20332,6.98144,Ok
0.01442,7.32597,Fatal
0.88719,4.38881,Fatal
-0.05697,1.84291,Ok
0.16474,7.29976,Ok
-0.09715,1.7961,Ok
-0.07942,1.70263,Ok
0.90454,4.97858,Fatal
-0.33979,6.15259,Fatal
-0.03055,1.42967,Ok
-0.30861,5.31618,Fatal
-0.26456,6.42549,Fatal
-0.15869,1.59929,Ok
-0.08727,1.6134,Ok
0.8866,1.02893,Ok
0.84153,4.61837,Fatal
0.227,7.02961,Ok
0.15037,7.34899,Ok
-0.29238,5.90383,Fatal
-0.09528,1.72429,Ok
-0.13458,1.41166,Ok
-0.2198,1.79516,Ok
-0.06093,1.26329,Ok
0.94116,1.06409,Ok
0.33105,6.93372,Ok
-0.33648,5.70114,Fatal
-0.11295,3.14415,Fatal
0.94761,4.47147,Fatal
-0.18295,1.48255,Ok
0.93871,1.44364,Ok
0.17108,7.03791,Ok
-0.17952,2.02839,Ok
0.94827,5.01914,Fatal
-0.03172,1.72863,Ok
-0.12684,1.40606,Ok
0.87788,4.48448,Fatal
0.82571,4.59804,Fatal
-0.28338,6.37487,Fatal
-0.13532,1.31769,Ok
0.21585,7.43326,Ok
0.81197,4.31406,Fatal
0.19516,7.21491,Ok
0.87056,4.54994,Fatal
-0.12373,1.37216,Ok
0.17156,7.11425,Ok
-0.29977,6.48172,Fatal
-0.31622,5.8965,Fatal
0.9128,1.60608,Ok
0.17933,6.82163,Ok
0.92345,1.28492,Ok
-0.13936,2.11696,Ok
0.97774,4.40517,Fatal
-0.29166,5.67289,Fatal
0.90431,4.28761,Fatal
-0.33476,5.69681,Fatal
-0.32769,5.56414,Fatal
0.26897,7.05322,Ok
0.17561,7.13802,Ok
-0.31218,5.99029,Fatal
0.22784,7.35912,Ok
-0.08352,1.71119,Ok
0.23109,7.28132,Ok
0.88703,1.67867,Ok
0.89967,4.91016,Fatal
-0.22305,5.96703,Fatal
-0.06447,1.48312,Ok
-0.13826,1.27023,Ok
0.93126,1.1793,Ok
-0.30555,5.75929,Fatal
-0.0861,1.51224,Ok
0.923,1.43618,Ok
0.12097,6.8838,Ok
0.88858,4.84129,Fatal
0.22261,7.33225,Ok
0.88929,0.97327,Ok
0.1681,6.95278,Ok
-0.19883,1.66081,Ok
-0.14637,1.31842,Ok
-0.11604,1.87557,Ok
0.94643,1.37297,Ok
0.82047,4.8225,Fatal
-0.16892,1.26287,Ok
0.7956,4.71022,Fatal
0.19695,6.97724,Ok
-0.31204,5.8448,Fatal
0.92515,1.04548,Ok
0.19698,6.5953,Ok
0.90159,1.05788,Ok
0.96578,1.25392,Ok
0.87028,4.45344,Fatal
0.9145,4.33022,Fatal
0.30694,7.17806,Ok
-0.23209,5.8129,Fatal
-0.11107,1.5009,Ok
-0.37988,5.71075,Fatal
0.28974,7.15649,Ok
0.95676,1.74647,Ok
-0.30816,6.26633,Fatal
0.81902,1.50452,Ok
0.94991,1.15675,Ok
-0.06127,1.06314,Ok
0.14337,6.63037,Ok
0.87259,4.52313,Fatal
0.80805,4.4516,Fatal
0.79586,4.36928,Fatal
0.18327,6.95432,Ok
0.26635,6.86063,Ok
0.83017,1.41763,Ok
-0.36264,5.81777,Fatal
-0.12586,1.80969,Ok
-0.2061,6.08398,Fatal
0.86942,5.10946,Fatal
-0.31884,5.87795,Fatal
0.82984,4.58528,Fatal
-0.38427,5.73452,Fatal
0.91403,4.36555,Fatal
0.25007,7.15352,Ok
-0.19548,1.53593,Ok
0.26844,6.84978,Ok
0.82596,4.45554,Fatal
0.8866,1.5329,Ok
0.27,6.98316,Ok
0.91165,1.30323,Ok
-0.04735,1.71379,Ok
-0.05715,1.4983,Ok
-0.34632,6.03324,Fatal
0.16588,6.98493,Ok
-0.33693,5.89542,Fatal
0.24629,6.9489,Ok
0.90031,1.09232,Ok
0.93631,1.14288,Ok
0.93901,1.6022,Ok
0.95456,1.26452,Ok
0.28615,7.02064,Fatal
0.222,7.69438,Ok
-0.28911,5.47057,Fatal
0.9649,0.8938,Ok
0.85069,4.32998,Fatal
-0.30678,5.61052,Fatal
0.20176,6.91044,Ok
0.89706,0.98274,Ok
-0.07065,1.3684,Ok
0.98764,1.10752,Ok
0.18751,7.388,Ok
-0.25629,6.08777,Fatal
-0.25942,5.75338,Fatal
0.86156,4.25036,Fatal
-0.15524,1.67395,Ok
-0.06575,1.82446,Ok
0.24777,6.86723,Ok
0.21734,6.8709,Ok
0.94799,1.07002,Ok
-0.11811,1.36986,Ok
-0.12009,1.76472,Ok
-0.15735,1.4691,Ok
0.90192,0.83978,Ok
0.85341,4.74575,Fatal
0.82491,4.71418,Fatal
-0.40848,5.91392,Fatal
0.89344,1.43377,Ok
0.93238,1.90969,Ok
-0.09557,1.29992,Ok
-0.15023,1.12756,Ok
0.87097,4.44632,Fatal
