a,b,c,LABEL
-1.0354,1.78066,784.81162,Fatal
0.75808,7.96595,-841.49734,Ok
0.15846,9.09419,3782.06535,Ok
0.16717,9.11978,3676.03374,Ok
0.04313,1.641,2076.90365,Ok
-0.98641,1.95015,819.76202,Fatal
0.15387,8.6786,3615.59862,Ok
0.77134,3.36405,3314.66426,Fatal
-1.01731,2.23695,795.63262,Fatal
0.74623,3.40473,3497.02397,Fatal
0.15206,9.37063,3715.55753,Ok
0.07227,2.43717,1977.41498,Fatal
0.7242,3.22481,3549.78663,Fatal
0.13755,2.12249,2013.75852,Ok
-1.07825,1.72507,996.03387,Fatal
0.19247,8.7191,3692.30938,Ok
-1.05107,2.21175,447.52843,Fatal
0.78353,7.47332,-1162.64734,Ok
-1.01192,2.08156,859.11465,Fatal
0.72584,3.76899,3326.88681,Fatal
0.69872,3.49967,3286.65776,Fatal
0.7783,3.57352,3373.68739,Fatal
-0.90591,1.54492,929.67441,Fatal
0.75155,2.96021,3321.11458,Fatal
-0.9419,2.38328,600.25461,Fatal
0.81529,7.90297,-740.99393,Ok
0.12564,2.14508,1830.20471,Ok
0.17708,9.43258,3758.65081,Ok
0.86507,8.11698,-671.92793,Ok
0.17891,8.62313,3464.47887,Ok
0.70841,3.72575,3201.72369,Fatal
0.12517,9.13918,3706.11663,Ok
0.76498,3.78417,3303.82571,Fatal
0.1629,8.73182,3452.00538,Ok
0.80499,3.61564,3544.52389,Fatal
0.83485,3.82137,3446.57148,Fatal
0.72039,3.59306,3336.37712,Fatal
0.75689,3.70369,3384.7742,Fatal
0.71959,3.63559,2989.47143,Fatal
-0.94369,2.63817,846.62833,Fatal
0.77802,3.54332,2942.35766,Fatal
0.78251,8.08601,-696.23116,Ok
0.75905,7.80472,-828.10081,Ok
0.22359,9.29457,3686.36733,Ok
0.73817,3.33191,3496.83596,Fatal
0.78422,8.13037,-938.53481,Ok
0.73503,3.71641,3519.62599,Fatal
-1.02879,1.97023,905.02696,Fatal
0.7198,3.38954,3059.21104,Fatal
0.08476,2.27515,2044.40728,Ok
-0.99549,1.91399,777.54781,Fatal
0.74491,8.09669,-1013.35878,Ok
0.10442,9.41988,3532.72718,Ok
0.79735,3.44861,3356.32891,Fatal
0.12336,2.25129,2044.34985,Ok
0.74284,8.23642,-720.8902,Ok
0.05806,2.25787,2151.59759,Ok
0.11076,2.05199,1928.91926,Ok
0.13111,1.98036,1799.53726,Ok
-0.9321,1.97841,709.20626,Ok
0.69877,7.90897,-853.18868,Ok
0.73527,8.35657,-703.63482,Ok
0.26145,8.71459,3821.74372,Ok
0.11841,2.20174,1872.66196,Fatal
0.13767,9.27965,3785.6688,Ok
0.12679,2.20632,1878.00744,Ok
0.03008,2.05381,1891.80034,Ok
0.71044,8.05109,-811.70183,Ok
0.68768,3.15113,3335.70252,Fatal
0.77552,4.00074,3409.31109,Fatal
0.07164,2.21819,1600.89839,Ok
0.17748,1.63735,1926.44401,Ok
0.77572,3.32603,3375.09847,Fatal
-0.96451,1.72495,847.51464,Fatal
0.65208,7.79533,-841.92566,Ok
0.71751,3.47363,3336.04473,Fatal
0.05578,1.96924,1956.54993,Ok
0.06947,2.13935,1797.13884,Ok
0.77231,3.33798,3255.07585,Fatal
0.0664,1.59678,1885.70159,Ok
0.69587,3.41335,3270.04402,Fatal
0.63075,3.65955,3281.92102,Fatal
0.78475,7.66134,-820.20407,Ok
0.70109,2.90052,3252.69999,Fatal
0.12042,8.93506,3759.48772,Ok
0.81092,7.39933,-1276.80752,Ok
-1.05688,2.193,915.00585,Fatal
0.78785,3.19141,3213.91017,Fatal
-0.98606,2.08402,962.48707,Fatal
0.06577,9.03091,3762.91611,Ok
0.73413,3.34608,3505.9978,Fatal
0.09666,2.03576,1992.3389,Ok
0.15664,8.86836,3699.82666,Ok
0.77522,8.03109,-843.45323,Ok
0.14209,1.95426,1857.68181,Ok
-1.00754,1.87213,769.18611,Fatal
0.79365,3.41983,3448.0364,Fatal
-0.91402,5.55204,-105.69774,Ok
0.21501,9.14708,3541.91216,Ok
0.13521,1.97849,2012.4695,Ok
0.73221,3.88805,3293.01901,Fatal
0.72364,3.19606,3490.14345,Fatal
0.19038,8.77031,3435.25491,Ok
-0.98024,2.09071,698.53316,Fatal
0.69277,3.48472,3344.12791,Fatal
0.08331,2.06711,1984.80744,Ok
-0.94994,1.7576,796.22863,Fatal
-1.06727,1.55505,876.96463,Fatal
0.10014,2.29362,1993.91249,Ok
0.84806,4.00161,3306.12341,Fatal
0.80719,8.24836,-761.53651,Ok
0.75476,7.65008,-1035.16558,Ok
0.70873,3.47846,3323.25771,Fatal
0.0808,9.18654,3666.43777,Ok
0.16803,2.17124,1795.47395,Ok
0.09773,1.72121,2001.53532,Ok
0.09262,1.65639,2072.48592,Ok
0.16593,9.1069,3648.75497,Ok
-1.07528,1.72211,1019.41291,Fatal
-0.98562,2.1572,779.89388,Fatal
0.14537,9.12419,3298.64895,Ok
0.09942,9.16217,3694.738,Ok
-0.001,2.19565,1922.43581,Ok
0.05831,2.33398,2014.40335,Ok
0.1801,2.36422,1896.67377,Ok
0.80638,8.15182,-932.86526,Ok
0.80999,7.55105,-716.37819,Ok
0.78113,7.87795,-961.55408,Ok
0.73605,3.61935,3495.83406,Fatal
0.15459,9.06648,3439.10764,Ok
-0.91359,2.04282,886.17811,Fatal
-0.91187,2.14007,620.89491,Fatal
0.82807,3.41134,3371.36013,Fatal
0.19976,9.14085,3702.99903,Ok
0.76272,8.10668,-853.05211,Ok
-1.02404,1.98281,728.60628,Fatal
0.10727,8.90287,3582.9741,Ok
0.12034,9.33149,3579.81929,Ok
0.1505,9.18495,3757.01492,Ok
0.07698,2.02889,1884.81699,Ok
0.17464,2.40596,2064.32194,Ok
-0.68288,1.57257,1761.56679,Ok
0.72791,3.40832,3147.48258,Fatal
-0.93533,1.93995,847.03382,Fatal
0.7062,3.39549,3313.89024,Fatal
0.16722,9.01674,3795.99661,Ok
0.12137,9.03697,3550.61274,Ok
0.03728,2.15998,1932.1399,Ok
0.05524,1.98922,1934.3946,Ok
0.72947,7.83804,-647.62913,Ok
0.77059,3.30971,3350.89454,Fatal
0.77212,3.77383,3244.14251,Fatal
0.78519,8.04962,-764.3448,Ok
0.16539,2.14166,1972.35822,Ok
-1.00252,2.42883,861.42852,Fatal
0.69846,3.50272,3300.96482,Fatal
0.03974,1.84963,2061.80999,Ok
0.09964,9.0342,3579.26899,Ok
0.69264,3.70784,3286.30018,Fatal
0.08515,1.95065,1893.24257,Ok
-1.01312,1.99946,929.11663,Fatal
0.73794,3.67104,3108.27104,Fatal
-1.02366,2.05854,788.70217,Fatal
-0.95302,1.54518,626.80655,Fatal
0.19357,9.08752,3376.5348,Ok
0.13706,1.90188,2184.75092,Ok
-1.00156,1.98087,715.48353,Fatal
0.7845,7.79522,-895.29249,Ok
0.12038,8.5792,3482.4928,Ok
0.75708,7.35446,-983.59889,Ok
0.75976,3.26564,3503.03816,Fatal
0.13074,1.94575,2015.27848,Ok
0.10751,8.94148,3509.92236,Ok
-0.97105,1.91327,809.40021,Fatal
0.05866,2.16285,1768.40995,Ok
0.1042,8.7708,3634.08023,Ok
0.1034,2.03201,1740.72165,Ok
0.16598,8.88638,3807.7864,Ok
-0.02638,1.98493,1814.53157,Ok
-1.00121,1.62514,1003.31766,Fatal
0.67069,3.39207,3335.0026,Fatal
0.09024,9.10728,3708.72029,Ok
-1.05507,2.53505,645.00323,Fatal
0.13622,2.04149,1897.22093,Ok
-0.99774,2.26616,795.95675,Fatal
0.17608,8.72358,3670.49915,Ok
0.14548,2.23765,1655.64841,Ok
-0.99128,2.03845,990.15334,Fatal
0.72602,3.79893,3245.00341,Fatal
-0.94434,2.00161,1046.40062,Fatal
0.79051,3.23334,3054.18659,Fatal
0.21036,8.81074,3673.77656,Ok
0.14168,9.27505,3508.70134,Ok
0.11757,9.29067,3651.07282,Ok
0.71716,3.93036,3028.69169,Fatal
0.77596,3.50293,3355.52157,Fatal
0.14175,9.069,3984.43671,Ok
0.03681,2.27838,1826.0028,Ok
0.11109,2.29133,1980.72877,Fatal
0.15172,2.24209,2028.62035,Ok
0.80659,7.69536,-766.42913,Ok
0.79132,7.923,-682.56839,Ok
-1.05166,2.11314,875.15169,Fatal
0.05494,2.09501,1969.31611,Ok
0.14557,9.01702,3569.85669,Ok
0.16734,2.41689,2089.2821,Ok
0.09018,1.84218,1949.83179,Ok
0.83163,8.13412,-683.24241,Ok
0.67531,3.47382,3263.172,Fatal
0.73982,7.73025,-657.99359,Ok
-1.02215,2.02714,1138.52528,Fatal
0.73542,3.81024,3477.29142,Fatal
0.13628,1.96599,1796.06163,Ok
-1.03765,1.80628,954.83967,Fatal
0.77753,7.26366,-867.55999,Ok
0.7405,7.89693,-701.09204,Ok
0.21074,8.86669,3474.02891,Ok
0.70811,2.98085,3448.92575,Fatal
-0.93119,1.81437,846.75847,Fatal
0.1671,8.87575,3779.51762,Ok
0.07305,2.18463,1909.4943,Ok
0.07847,2.14162,1884.89057,Ok
0.72762,3.1742,3228.44415,Fatal
-1.02367,1.95311,689.4939,Fatal
0.78795,3.43736,3307.96746,Fatal
-0.93386,2.21915,1115.77801,Fatal
-0.95134,1.99124,1036.46402,Fatal
-0.95928,2.13601,566.18905,Fatal
0.09473,1.99431,1753.91091,Ok
-1.07366,1.5203,932.69893,Fatal
0.17376,9.19505,3690.21048,Ok
0.80189,3.86887,3314.32121,Fatal
0.73953,8.22387,-894.77082,Ok
0.10336,8.96694,3507.77782,Ok
0.09061,2.46785,1807.97631,Ok
0.07414,2.10103,1949.6929,Ok
0.45765,9.34312,1810.37982,Ok
0.17907,8.84494,3469.32212,Ok
0.217,8.37924,3637.56167,Ok
-1.03113,2.09733,670.91391,Fatal
0.71272,3.2268,3307.85298,Fatal
0.66934,3.45308,3299.95781,Fatal
0.77145,7.82313,-794.15952,Ok
-1.08526,2.06024,808.45861,Fatal
0.14092,8.81018,3815.04508,Ok
0.08664,2.16374,1749.32154,Ok
0.20186,1.96646,2007.96729,Ok
0.75757,8.04385,-1027.00339,Ok
0.09223,9.12329,3803.06305,Ok
-0.85723,1.32311,-748.1468,Ok
0.19734,9.09041,3681.26181,Ok
0.81134,7.92437,-651.03849,Ok
0.15653,1.92736,1774.40113,Ok
0.21875,8.89304,3478.57932,Ok
0.18949,8.77555,3509.98605,Ok
0.79075,7.82963,-463.64494,Ok
-0.95262,1.99492,779.51345,Fatal
-0.95504,1.98285,807.93447,Fatal
-0.9187,1.76478,829.74955,Fatal
0.72742,7.97883,-571.24365,Ok
0.18599,9.06109,3718.58819,Ok
0.68418,3.47748,3523.65345,Fatal
0.76815,8.491,-467.18803,Ok
0.75298,4.04564,3510.0565,Fatal
0.73641,3.41929,3580.33215,Fatal
0.81374,7.58241,-630.90027,Ok
-0.95412,2.1736,874.24017,Fatal
-1.03305,2.0819,1077.42675,Fatal
-0.90902,2.02362,779.29783,Fatal
0.78853,3.54114,3172.62749,Fatal
-0.92504,1.96197,1032.81197,Fatal
0.79053,3.7618,3328.04467,Fatal
0.74906,8.22432,-724.66206,Ok
0.72226,3.61331,3398.68256,Fatal
0.7465,7.9185,-742.94788,Ok
-1.00217,2.32492,949.99647,Fatal
0.03489,2.0666,1774.25872,Ok
0.15353,9.03061,3487.37824,Ok
0.18351,8.9809,3460.49434,Ok
0.82419,3.64957,3417.63293,Fatal
0.19104,8.89652,3638.76521,Ok
0.00601,2.37075,1857.49772,Ok
0.75691,3.33524,3393.32472,Fatal
-0.93498,1.80084,923.55129,Fatal
0.83343,3.74488,3192.7606,Fatal
0.29177,8.98663,3687.40833,Ok
0.04268,2.26574,2058.09481,Ok
0.13777,9.07386,3377.26538,Ok
-0.94628,1.94809,668.89139,Fatal
0.74081,3.74827,3144.09281,Fatal
0.07322,2.26767,1916.95096,Ok
0.19355,9.08895,3598.072,Ok
0.7286,3.53609,3352.35757,Fatal
0.73952,3.53073,3370.92398,Fatal
0.79629,3.30472,3459.96115,Fatal
0.69972,3.54322,3449.85786,Fatal
0.80255,3.74755,3489.99439,Fatal
0.74064,3.44684,3061.99,Fatal
0.0488,2.28895,2019.38189,Ok
-0.87142,2.01917,1005.51013,Fatal
-0.98517,2.36896,656.36075,Fatal
0.68509,3.38236,3335.34304,Fatal
0.20766,2.43578,1836.63217,Fatal
-0.9748,1.6871,913.32698,Fatal
0.11073,1.9192,1895.48718,Ok
0.19391,9.1297,3666.00245,Ok
0.72518,3.0737,3105.54663,Fatal
0.12305,2.26769,1921.76723,Ok
-1.01321,2.01049,1019.98525,Fatal
0.12497,9.2752,3505.56311,Ok
0.20296,2.00934,2009.94664,Ok
0.12125,9.11864,3632.39814,Ok
0.71967,3.3945,3271.07931,Fatal
0.21504,8.88091,3561.48299,Ok
0.19227,9.10913,3656.92571,Ok
0.11889,2.0578,1690.85909,Ok
0.78867,7.32052,-757.37783,Ok
0.20203,8.61221,3774.46897,Ok
0.7516,8.11668,-654.1382,Ok
-0.92932,2.0959,745.06143,Fatal
0.10065,2.35752,1915.7434,Ok
-0.99875,2.25027,962.32347,Fatal
-1.02537,2.01277,991.81166,Fatal
0.07847,1.93616,2058.04139,Ok
0.79473,7.6167,-862.68534,Ok
0.772,7.8173,-865.16418,Ok
0.69295,3.45545,3126.37524,Fatal
0.18889,1.88562,1995.59666,Ok
0.17472,1.79009,1802.19972,Ok
0.10758,2.18701,2123.3328,Ok
-0.98414,2.12749,1033.47795,Fatal
0.71033,3.50812,3476.43635,Fatal
0.77552,3.71315,3100.66064,Fatal
0.72108,3.42239,3363.6017,Fatal
-0.96369,1.83033,770.4317,Fatal
0.7616,8.02993,-671.93419,Ok
0.73293,3.41723,3281.23782,Fatal
0.84431,7.6352,-811.41788,Ok
0.14287,2.53395,2080.83388,Ok
0.81256,7.85699,-706.65109,Ok
0.11766,9.18545,3459.04137,Ok
0.18114,2.2601,2005.7352,Ok
0.12807,9.04344,3519.28253,Ok
0.79185,7.94718,-908.59528,Ok
0.75331,7.98012,-458.92054,Ok
-1.05236,2.55236,867.07305,Fatal
0.75663,8.32464,-620.31832,Ok
0.09966,1.99391,2110.15443,Ok
0.77578,8.12178,-737.96203,Ok
-1.06022,1.78405,485.33289,Fatal
-1.01603,2.0722,863.95513,Fatal
0.87046,7.60051,-1060.5916,Ok
0.10268,2.03901,1751.4501,Ok
0.13201,2.28651,1620.36817,Ok
0.19377,9.27064,3632.1865,Ok
-1.03463,1.91953,755.83704,Fatal
-0.94496,1.60285,795.56681,Fatal
0.09157,2.69194,1845.8161,Ok
0.79492,8.0222,-721.3966,Ok
0.11473,9.15365,3577.02435,Ok
0.77264,3.00489,3266.15102,Fatal
0.73413,3.21902,3334.9446,Fatal
0.72082,3.55737,3375.11283,Fatal
0.77021,3.44796,3329.72791,Fatal
0.1662,1.97572,1977.09186,Ok
0.14215,8.78305,3469.71767,Ok
0.70407,7.86931,-898.32621,Ok
0.7147,4.01696,3236.63773,Fatal
0.21863,8.85336,3400.37426,Ok
0.79149,7.84623,-885.15857,Ok
0.25425,8.68482,3600.94911,Ok
-1.02042,1.99373,713.61553,Fatal
0.03432,2.2836,1820.14329,Ok
0.18093,9.35392,3608.16532,Ok
0.20985,9.14638,3745.59095,Ok
0.75965,3.41996,3259.11805,Fatal
-1.01567,2.47871,817.22391,Fatal
0.77677,3.59375,3387.50667,Fatal
0.74778,7.88157,-768.72504,Ok
0.69471,3.75683,3185.80221,Fatal
0.1291,8.66511,3657.25779,Ok
0.75337,7.90336,-737.13805,Ok
0.12374,8.9114,3696.9541,Ok
0.23612,8.72781,3600.5589,Ok
0.77597,3.53615,3301.58258,Fatal
0.78371,3.85685,3395.89033,Fatal
0.06649,1.94659,1967.15232,Ok
-0.92676,2.20322,751.994,Fatal
0.13311,1.66299,2139.14259,Ok
0.11953,1.81343,1834.30245,Ok
0.757,3.86646,3501.35468,Fatal
-0.90651,1.78775,1043.04577,Fatal
0.17083,2.37116,2077.6919,Ok
0.2066,9.21298,3838.50248,Ok
0.10898,9.60787,3500.26631,Ok
0.68386,3.51094,3344.96855,Fatal
0.74285,3.55802,3326.07263,Fatal
0.6949,7.92408,-920.97401,Ok
-0.93373,2.01333,1019.84662,Fatal
0.70662,3.61168,3169.43026,Fatal
0.1901,8.78732,3335.01021,Ok
0.77562,3.75488,3296.5164,Fatal
0.74297,3.1298,3055.83055,Fatal
0.82212,8.40814,-1016.43528,Ok
0.18518,9.36064,3684.26683,Ok
0.13572,8.9377,3506.79745,Ok
0.13569,8.91662,3794.99294,Ok
0.84267,8.53858,-739.03016,Ok
0.08011,2.12317,1936.56388,Ok
0.79496,3.48513,3384.6993,Fatal
0.20314,9.38241,3506.81506,Ok
0.23116,9.03353,3391.6521,Ok
0.74541,3.42059,3280.6266,Fatal
0.26517,9.02886,3658.95603,Ok
0.16108,8.68203,3563.28443,Ok
0.11592,8.74082,3523.31617,Ok
0.119,1.9063,1897.96317,Ok
0.22359,9.34746,3705.70983,Ok
0.7029,8.25262,-648.66363,Ok
-0.98851,1.93085,656.97917,Fatal
-0.98992,1.96196,857.10622,Fatal
-0.95999,1.69142,699.2749,Fatal
-0.94115,2.16667,811.05603,Fatal
0.78674,7.54744,-822.7842,Ok
0.76208,7.59703,-740.66437,Ok
0.71101,7.8885,-856.83696,Ok
0.03725,1.98609,1834.90498,Ok
0.80424,3.87682,3216.94228,Fatal
0.76676,7.65676,-752.44408,Ok
-1.04537,1.72129,472.66241,Fatal
0.77409,7.84441,-602.43494,Ok
0.73621,3.67992,3418.42851,Fatal
-1.05378,1.97247,811.80131,Fatal
0.13415,8.7819,3494.26912,Ok
-0.91968,1.60886,696.20562,Fatal
0.76989,3.25969,3383.55222,Fatal
-0.98671,2.06482,806.14651,Fatal
-0.97834,1.84453,931.26338,Fatal
0.74954,7.91242,-756.80931,Ok
0.14083,9.38883,3769.87974,Ok
0.77138,3.68933,3148.31626,Fatal
0.78798,3.4447,2979.70308,Fatal
-0.92872,1.91972,864.29163,Fatal
-0.90534,1.91478,920.29808,Fatal
0.18732,9.15701,3632.21962,Ok
0.13845,8.72376,3616.11541,Ok
0.6956,3.44696,3194.74463,Fatal
0.66344,3.37006,3402.14572,Fatal
0.17139,9.07771,3900.91385,Ok
0.83574,7.71335,-746.73199,Ok
0.87351,7.75865,-809.20458,Ok
-0.95963,2.19026,826.37821,Fatal
-0.98933,2.14408,855.84557,Fatal
-1.03203,2.01311,926.0589,Fatal
0.70857,3.49413,3107.60567,Fatal
0.72773,7.75213,-863.34192,Ok
0.77926,8.15449,-600.33405,Ok
0.65612,3.66094,3464.40193,Fatal
-1.00616,1.64375,590.13526,Fatal
-0.95934,1.76121,695.79985,Fatal
0.73244,7.90101,-926.75631,Ok
0.77512,3.77003,3271.45283,Fatal
0.72831,7.40811,-835.12556,Ok
0.73712,7.99745,-705.82293,Ok
0.10987,9.0861,3635.52796,Ok
0.77003,7.99811,-982.04363,Ok
0.05037,2.07259,2148.92547,Ok
0.15698,9.0004,3615.46791,Ok
0.09111,2.23541,1674.0884,Ok
0.05127,1.96515,1896.64416,Ok
0.12662,8.99531,3762.76758,Ok
0.19747,9.03737,3604.763,Ok
-1.05806,2.13875,832.93323,Fatal
0.18277,9.41789,3466.19311,Ok
-0.90097,1.61213,917.07411,Fatal
0.77292,8.10415,-897.16716,Ok
0.19144,2.53617,1913.51588,Ok
0.09284,9.22365,3621.81345,Ok
0.16842,2.07291,2079.14193,Ok
-0.94144,1.90031,905.57806,Fatal
-1.0287,2.01281,704.49725,Fatal
0.76151,8.14949,-768.98629,Ok
0.20863,2.07052,1708.20696,Ok
0.16464,2.28935,1841.33236,Ok
0.73797,8.17988,-1019.13835,Ok
0.09405,1.69952,1753.04978,Ok
-1.03792,1.79413,1328.54197,Fatal
0.74141,3.51387,3330.17153,Fatal
0.15472,9.11202,3844.27627,Ok
-0.93808,2.38052,724.26303,Fatal
0.04448,2.09123,1967.49918,Ok
0.71399,3.51104,3252.94667,Fatal
0.83091,7.5949,-886.98369,Ok
0.10253,9.04018,3762.76337,Ok
-0.99291,1.99748,1006.68558,Fatal
-0.691,0.46603,4592.34816,Ok
-1.03929,1.6057,870.77025,Fatal
0.71416,8.05791,-563.72475,Ok
-1.02807,2.04844,981.87174,Fatal
0.1001,2.11558,2063.02828,Ok
0.71224,7.36933,-767.57426,Ok
0.14378,9.31164,3507.84057,Ok
0.71418,7.67148,-754.2594,Ok
0.12745,2.25741,1939.51979,Fatal
-1.072,2.09908,1145.22088,Fatal
-0.9366,2.1627,852.33043,Fatal
0.71542,3.19637,3166.79984,Fatal
0.68784,3.30898,3234.01391,Fatal
0.66794,3.14902,3346.78491,Fatal
-0.96328,1.94006,720.56228,Fatal
0.78424,3.70019,3295.47369,Fatal
0.80264,7.83097,-698.28452,Ok
0.75602,8.18498,-459.65978,Ok
0.05164,2.2427,1855.62236,Ok
-0.95749,2.17769,671.4457,Ok
0.66823,3.35808,3174.22341,Fatal
0.09848,2.21669,1925.55887,Fatal
-0.95168,2.36639,783.47852,Fatal
0.81062,7.7357,-832.90946,Ok
-1.02449,1.77576,760.73346,Fatal
-0.97925,1.76907,787.89137,Fatal
0.14044,2.31572,1669.55044,Ok
0.0715,1.85878,1830.73718,Ok
0.08808,2.23624,1893.95826,Ok
0.7593,7.74998,-761.76349,Ok
0.16556,8.95267,3513.62709,Ok
-0.21169,9.06689,-470.6303,Ok
0.16789,1.96424,1895.35726,Ok
0.72636,7.89003,-831.38025,Ok
0.16771,2.20354,1869.53537,Ok
0.22506,9.28396,3777.67437,Ok
-0.98594,1.72512,814.49127,Fatal
0.70119,3.24176,3449.4494,Fatal
0.13635,2.37961,2080.57349,Ok
-1.03171,1.48767,786.92714,Fatal
-1.00134,1.74799,571.56031,Fatal
-1.00475,1.92941,1067.20589,Fatal
-1.03375,1.72428,944.70698,Fatal
0.77587,3.82288,3421.63446,Fatal
0.12567,9.03504,3610.49433,Ok
0.68481,3.47765,3085.31894,Fatal
0.70225,8.17689,-1027.62503,Ok
0.10984,2.1301,1879.77593,Ok
0.11462,9.26888,3709.78386,Ok
0.13478,1.65923,1866.95606,Ok
-0.98156,1.61921,1056.90655,Fatal
0.76041,7.76437,-655.9554,Ok
0.11482,2.11661,1966.12732,Ok
0.18939,9.36677,3588.2969,Ok
0.74009,3.34002,3349.30539,Fatal
-0.94995,1.61244,831.2343,Fatal
0.11872,1.78118,2028.93668,Ok
0.80677,8.58601,4614.05934,Fatal
0.2118,9.10741,3547.86669,Ok
0.15618,9.54193,3543.91137,Ok
0.76128,7.93508,-790.52685,Ok
0.76404,2.94537,3337.34564,Fatal
0.11118,2.12825,1816.44747,Ok
0.12427,9.00632,3740.60333,Ok
-0.96517,2.11924,810.49385,Fatal
0.80168,7.72822,-659.12274,Ok
0.09197,2.46979,1781.35127,Ok
-1.02516,2.23042,668.72264,Fatal
0.13706,1.93289,2102.68241,Ok
0.10549,9.22029,3498.45422,Ok
0.69859,3.25965,3706.71886,Fatal
0.69479,3.32609,3161.9836,Fatal
0.1232,9.18878,3507.96838,Ok
-0.98989,1.80498,952.49091,Fatal
0.80045,7.65475,-736.86811,Ok
0.79001,7.97436,-680.50359,Ok
-0.97843,2.04195,861.75373,Fatal
-0.32078,4.26502,2225.55688,Fatal
-1.06894,2.13939,582.04107,Fatal
0.80562,7.95072,-1055.94973,Ok
0.74813,3.96623,3277.93396,Fatal
0.78828,7.92305,-929.19212,Ok
0.02578,2.15479,1982.96979,Ok
-1.02406,2.11178,850.95077,Fatal
0.75699,7.63441,-745.16309,Ok
0.67957,3.65283,3418.01428,Fatal
-0.96161,1.89173,698.39358,Fatal
0.14944,8.53528,3620.86517,Ok
0.76627,7.96445,-843.17733,Ok
0.79536,3.42396,3376.1438,Fatal
0.78882,3.43523,3132.96414,Fatal
0.19342,9.18858,3605.67874,Ok
0.77244,7.76074,-778.72396,Ok
-0.97568,1.77143,855.47018,Fatal
0.83231,7.61664,-642.54118,Ok
0.76702,3.53782,3175.96369,Fatal
0.73768,7.5359,-700.52647,Ok
0.08002,2.21213,1785.17631,Ok
0.07175,8.43346,3457.79713,Ok
0.19996,8.93877,3536.66342,Ok
0.10413,8.90204,3680.27931,Ok
-0.92876,2.26223,810.06393,Fatal
0.10835,2.02005,1903.49532,Fatal
0.71872,7.72677,-770.47337,Ok
0.13671,9.02893,3572.91818,Ok
0.82226,8.07685,-803.39304,Ok
0.75942,3.71981,3232.96744,Fatal
0.80912,3.03012,3335.73527,Fatal
0.1372,8.85183,3528.93764,Ok
-1.05081,2.34115,828.02879,Fatal
0.74923,3.7358,3309.23984,Fatal
-1.0995,2.02001,758.51121,Fatal
0.12489,8.66334,3752.91835,Ok
0.09063,9.16721,3596.23175,Ok
0.08677,9.20467,3613.15063,Ok
0.12291,9.00573,3944.20804,Ok
0.71437,8.20312,-914.04652,Ok
-1.0562,1.89557,686.7596,Fatal
0.19226,8.98696,3706.16501,Ok
-1.02552,2.05656,677.16586,Fatal
0.68975,3.70019,3439.7784,Fatal
0.11976,8.93154,3578.84316,Ok
-1.00454,1.79691,825.87623,Fatal
0.77611,3.38172,3091.02949,Fatal
0.82086,3.6417,3189.64372,Fatal
0.11579,9.08072,3221.87668,Ok
0.76183,7.8711,-768.5861,Ok
0.70302,8.23678,-683.7355,Ok
0.04578,2.19363,1873.17921,Ok
0.86305,8.13802,-756.59632,Ok
0.08523,2.13303,1575.21536,Ok
0.1132,8.89135,3496.44966,Ok
0.10904,9.19013,3476.30624,Ok
0.14176,9.09011,3488.38969,Ok
0.72636,3.51156,3544.46247,Fatal
-0.99438,1.88709,788.55854,Fatal
0.05249,1.74488,1841.77717,Ok
-1.01232,1.91194,564.74056,Fatal
-1.06847,1.76956,859.01761,Fatal
0.16774,9.13577,3440.5055,Ok
0.82373,7.79014,-732.51768,Ok
-0.94261,1.96238,990.8627,Fatal
-0.98169,1.63332,941.46083,Fatal
-0.92499,1.65179,991.5996,Fatal
0.75964,8.03965,-869.35826,Ok
0.75017,8.01762,-816.66445,Ok
0.72874,3.5974,3455.73267,Fatal
0.06076,2.03711,2114.18799,Ok
-0.96035,1.77621,791.36363,Fatal
0.2045,8.88875,3551.80382,Ok
0.69436,4.06892,3406.91183,Fatal
0.83946,7.76226,-822.50313,Ok
-0.94672,2.22789,869.62464,Fatal
0.76341,3.76524,3537.78355,Fatal
0.0712,2.14865,2282.08836,Fatal
-0.92629,1.97298,785.99052,Fatal
0.07368,2.41143,1881.17345,Ok
0.1513,2.58673,1963.53031,Ok
0.70761,3.84412,3305.78029,Fatal
0.79686,7.95042,-622.49727,Ok
0.13063,9.06314,3870.38858,Ok
0.13216,2.27326,1975.6227,Ok
0.11691,9.04675,3431.86699,Ok
0.65619,3.36755,3357.43521,Fatal
0.7773,8.07513,-784.86665,Ok
0.75513,7.75261,-620.22516,Ok
-1.00922,2.36253,797.65558,Fatal
-1.04258,1.89482,912.44384,Fatal
-0.91887,1.76847,783.34041,Fatal
0.66614,7.86269,-831.97759,Ok
0.87265,8.18827,-725.45037,Ok
0.12511,8.77232,3613.23938,Ok
0.7331,4.20982,3404.9982,Fatal
-0.98961,1.73012,856.12065,Fatal
-0.97776,2.31034,906.30286,Fatal
0.15044,8.9588,3593.72162,Ok
-1.02376,2.10095,571.81924,Fatal
0.08231,1.90742,1983.71003,Ok
-0.97124,9.18957,3715.44478,Ok
0.07342,2.57353,1965.36788,Ok
0.12607,2.06057,1965.05302,Ok
0.7064,3.66362,3383.38601,Fatal
0.76908,4.03087,3356.3559,Fatal
0.08882,2.18776,2041.62142,Ok
0.22559,8.90924,3378.12458,Ok
0.13304,2.36251,1930.18707,Ok
0.60531,3.21897,3539.6406,Fatal
0.11058,2.21102,1965.41615,Ok
